id,product_name,original_price,return_and_exchange_policy,discount_rate,inventory_type,gift_item_title,quantity_sold,brand_id,is_warranty_applied,is_authentic,origin,expiry_time,skin_type,store_id,Volume/Mass,Unit
137572946,Sua Rua Mat Fixderma Chiet Xuat Dau Tay Strawberry Face Wash 60g,203000,Trong 30 ngay,22,backorder,0 qua tang kem,5.0,223749,Khong,Co,An Do,Xem tren bao bi,moi loai da,11978,60,g
71927352,Sua rua mat Simple Water Boost Micellar Facial Gel Wash 150ml ,209000,Trong 30 ngay,0,backorder,0 qua tang kem,13.0,185075,Khong,Co,Anh,Xem tren bao bi,da nhay cam,18327,150,ml
137572948,"Sua Rua Mat Fixderma Danh Cho Da Kho, Nhay Cam Non Drying Cleanser 60g",203000,Trong 30 ngay,23,backorder,0 qua tang kem,9.0,223749,Khong,Co,An Do,Xem tren bao bi,moi loai da,11978,60,g
199048631,"Sua rua mat ngua mun, duong am va lam sang da Hatomugi The Medicated Facial Foam 130g (xanh)",65000,Trong 30 ngay,0,backorder,0 qua tang kem,21.0,217777,Khong,Co,Nhat Ban,Xem tren bao bi,khong co thong tin,108980,130,g
58984647,"Sua Rua Mat Cham Soc Da Nhon Mun, Nhay Cam Detox BlanC Clear Skin Control (mau moi) - Tang Kem Bang Do Tai Meo",90000,Trong 30 ngay,0,backorder,0 qua tang kem,27.0,372483,Khong,Co,Viet Nam,Xem tren bao bi,khong co thong tin,18849,,
253182032,Sua Rua Mat Rexson 60G chiet xuat la trau khong giup ngua mun sang da min da giam nam mo tham,42900,Trong 30 ngay,0,backorder,0 qua tang kem,11.0,111461,Co,Khong,Viet Nam,Xem tren bao bi,moi loai da,167598,,
141772304,[Size du lich] Sua rua mat Sac Ngoc Khang 30g chiet suat hoa anh dao giup lam sach diu nhe cho lan da min mang tuoi sang,40000,Trong 30 ngay,43,backorder,0 qua tang kem,29.0,150215,Khong,Co,Viet Nam,Xem tren bao bi,khong co thong tin,228608,30,g
49646590,Sua rua mat tay da chet ho tro tri mun dau den Neutrogena Blackhead Eliminating Facial Scrub,249000,Trong 30 ngay,0,backorder,0 qua tang kem,17.0,307609,Khong,Co,Khong xac dinh,Xem tren bao bi,da mun,18327,,
15778022,Bot rua mat Thao moc TAP TAP Tu Bot Dau Do Tra Xanh Yen Mach Cam Gao Giam Mun An Mun Cam Mun Dau Den An Toan Tu Thien Nhien Co Mem 50g,90000,Trong 30 ngay,0,backorder,0 qua tang kem,539.0,372895,Khong,Co,Viet Nam,Xem tren bao bi,moi loai da,39419,50,g
13762625,Sua Rua Mat Wild Ferns Mat Ong Manuka (100ml),675000,Trong 30 ngay,0,backorder,0 qua tang kem,13.0,251025,Khong,Co,New Zealand,Xem tren bao bi,khong co thong tin,14545,100,ml
155090048,Sua rua mat khong gay kich ung cho da nhay cam Eucerin pH5 Facial Cleanser 100ml,99000,Trong 30 ngay,20,backorder,0 qua tang kem,36.0,114328,Khong,Co,Duc,Xem tren bao bi,moi loai da,11978,100,ml
17604430,Sua Rua Mat Ohui Miracle Moisture Cleansing Foam (160ml),560000,Trong 30 ngay,6,backorder,0 qua tang kem,12.0,46007,Khong,Co,Khong xac dinh,Xem tren bao bi,khong co thong tin,-1,160,ml
19638267,COMBO LA ROCHE-POSAY SUA RUA MAT HO TRO TRI MUN DANG GEL EFFACLAR PURIFYING 400ML VA SUA RUA MAT EFFACLAR 50ML,805000,Trong 30 ngay,31,backorder,0 qua tang kem,140.0,47489,Khong,Co,Phap,Xem tren bao bi,"da mun, da dau",11978,,
1514797,Sua Rua Mat Chanh Kiem Soat Dau giam thieu Dau Thua Himalaya Herbals (100ml),121000,Trong 30 ngay,0,backorder,0 qua tang kem,22.0,159419,Khong,Co,An Do,Xem tren bao bi,khong co thong tin,1694,100,ml
105344605,Sua rua mat Garnier Skinactive Aloe Refreshing Gel Wash 200ml,169000,Trong 30 ngay,0,backorder,0 qua tang kem,9.0,27489,Khong,Co,Phap,Xem tren bao bi,moi loai da,18327,200,ml
79669261,Sua rua mat tay trang chiet xuat dau Olive & Argan Deve W Cleansing (130g),132000,Trong 30 ngay,43,backorder,0 qua tang kem,15.0,579799,Khong,Co,Nhat Ban,Xem tren bao bi,"da mun, da dau",55101,130,g
70662873,Gel rua mat tao bot lam sach & giam nhon cho da dau nhay cam La Roche-Posay Effaclar Purifying Foaming Gel (200ml),259000,Trong 30 ngay,0,backorder,0 qua tang kem,0.0,47489,Khong,Co,Phap,Xem tren bao bi,moi loai da,39998,200,ml
14567296,"Combo Sua Rua Mat Ngan Ngua Mun, Sach Nhon, Ngua Tham Nhat Ban Naris Cosmetic Acmedica Acne Care Wash (100g) + Bong bot bien massage mat Han Quoc Aroma - Hang chinh hang",285000,Trong 30 ngay,16,backorder,0 qua tang kem,15.0,262953,Khong,Co,Khong xac dinh,Xem tren bao bi,khong co thong tin,7673,100,g
54363928,Sua rua mat tao bot danh cho da hon hop & da dau La Roche-Posay Toleriane Purifying Foaming Cream (50ml),250000,Trong 30 ngay,20,backorder,0 qua tang kem,15.0,47489,Khong,Co,Phap,Xem tren bao bi,da nhay cam,71758,50,ml
195241266,Sua Rua Mat L'oreal Paris Cap Am Va Cang Min Da Revitalift Hyaluronic Acid Hydrating Gel-Cleanser 100ml,149000,Trong 30 ngay,5,backorder,0 qua tang kem,11.0,25403,Khong,Co,Indonesia,Xem tren bao bi,moi loai da,883,100,ml
24922794,Sua Rua Mat Cho Da Nhon Mun Juice Beauty Blemish Clearing Cleanser (200ml),1488000,Trong 30 ngay,0,backorder,0 qua tang kem,18.0,484709,Khong,Co,My,Xem tren bao bi,"da mun, da dau",60082,200,ml
205046719,Sua rua mat nghe mat ong Collagen X3,120000,Trong 30 ngay,0,instock,0 qua tang kem,5.0,745257,Khong,Co,Viet Nam,Xem tren bao bi,khong co thong tin,76045,,
84841876,Sua Rua Mat La Roche Posay Lam Sach Sau Va Se Khit Lo Chan Long Khong Gay Kho Da Effaclar Deep Cleansing Foaming Cream 125ml,410000,Trong 30 ngay,23,backorder,0 qua tang kem,13.0,47489,Khong,Co,Phap,Xem tren bao bi,moi loai da,39998,125,ml
10795776,Bot Rua Mat Ngua Mun Biore Marshmallow Whip Acne Care (150ml),184000,Trong 30 ngay,0,instock,0 qua tang kem,273.0,203901,Khong,Co,Nhat Ban,Xem tren bao bi,khong co thong tin,-1,150,ml
134843354,Sua rua mat duong am Neutrogena Deep Clean Hydrating Foaming Cleanser 100g,140000,Trong 30 ngay,22,backorder,0 qua tang kem,14.0,307609,Khong,Co,Thai Lan,Xem tren bao bi,khong co thong tin,76260,100,g
7939532,Sua Rua Nam Ngan Ngua Mun Trang Da Dabo Black Force (120ml),105000,Trong 30 ngay,0,instock,0 qua tang kem,2144.0,21253,Khong,Co,Han Quoc,Xem tren bao bi,da dau,46296,120,ml
180227538,Sua Rua Mat Easydew Rx Dang Gel Diu Nhe Danh Cho Da Nhay Cam Post Laser Mild Cleansing Gel 150ml,550000,Trong 30 ngay,15,backorder,0 qua tang kem,7.0,7276111,Khong,Co,Han Quoc,Xem tren bao bi,"da sau dieu tri lazer, lan kim",11978,150,ml
249861851,Sua Rua Mat Dang Gel Khong Chua Xa Phong Danh Cho Da Nhon Mun SVR Sebiaclear Gel Moussant 400ml Tui,485000,Trong 30 ngay,25,backorder,0 qua tang kem,4.0,52207,Khong,Co,Phap,Xem tren bao bi,moi loai da,39998,400,ml
6418997,Bo 2 tuyp sua rua mat cho nam Than hoat tinh DABO han quoc ( 120ml)- HANG CHINH HANG,189000,Trong 30 ngay,0,backorder,0 qua tang kem,12.0,21253,Khong,Co,Han Quoc,Xem tren bao bi,khong co thong tin,26890,120,ml
163281546,Sua Rua Mat Tay Te Bao Chet Diu Nhe ST.IVES 170g USA,125000,Trong 30 ngay,0,backorder,0 qua tang kem,11.0,21733,Khong,Co,My,Xem tren bao bi,khong co thong tin,55150,170,g
72687348,Sua rua mat tai sinh da OHUI The First Geniture Foam Cleanser 50ml,370000,Trong 30 ngay,50,backorder,0 qua tang kem,7.0,46007,Khong,Co,Han Quoc,Xem tren bao bi,khong co thong tin,108961,50,ml
207193015,"Sua Rua Mat & Tay Trang MILAGANICS (2 IN 1) Cong Thuc Sui Bot Oxy va Than Tre Hoat Tinh Phu Hop Cho Da Dau Mun, Da Nhay Cam  (30ml - 140ml/chai)",99000,Trong 30 ngay,49,instock,0 qua tang kem,11.0,32909,Khong,Co,Viet Nam,Xem tren bao bi,moi loai da,-1,30,ml
7989556,Sua rua mat bun khoang Nhat Ban chiet xuat tu tao nau Bac Au lam sach va duy tri do am cho da 727 Doropac Face Wash 100g,880000,Trong 30 ngay,45,backorder,1 qua tang kem,6.0,243953,Khong,Co,Nhat Ban,Xem tren bao bi,moi loai da,10326,100,g
113888913,Sua Rua Mat Laco Marosa Duong Am Ngan Ngua Lam Sach Da Diu Nhe Thom Tho Se Khit Lo Chan Long - 100% Tu Tu Nhien Cuc La Ma Hoa Hong Cham Tra Lo Hoi - Massel Official - Chai 100ml,242000,Trong 30 ngay,50,backorder,0 qua tang kem,13.0,431471,Khong,Co,Viet Nam,Xem tren bao bi,moi loai da,151204,100,ml
132899367,Combo 3 Sua Rua Mat Sac Ngoc Khang 100gr / Tuyp,227000,Trong 30 ngay,9,backorder,0 qua tang kem,4.0,150215,Khong,Co,Viet Nam,Xem tren bao bi,khong co thong tin,228608,100,g
23880470,Sua Rua Mat Dang Bot The Body Shop Aloe 150ml,399000,Trong 30 ngay,0,instock,0 qua tang kem,12.0,160941,Khong,Co,Anh,Xem tren bao bi,khong co thong tin,1837,150,ml
188270729,"Sua Rua Mat Than Tre An Toan Cho Ba Bau GUO - Khong Sulfate Kiem Dau 8 Tieng, Ngan Ngua Mun Hieu Qua 100g",300000,Trong 30 ngay,24,backorder,0 qua tang kem,6.0,4632785,Co,Co,Viet Nam,Xem tren bao bi,da de kich ung,173565,100,g
55000033,"Sua rua mat san chac, nang co da ISK Collagen 100ml - Han Quoc Chinh Hang",28000,Trong 30 ngay,0,backorder,0 qua tang kem,18.0,241479,Khong,Co,Han Quoc,Xem tren bao bi,moi loai da,26890,100,ml
973602,Gel Rua Mat Da Nhay Cam Giam Nhon Ngua Mun ISIS Pharma Teen Derm Gel Sensitive (250ml),369000,Trong 30 ngay,0,backorder,0 qua tang kem,234.0,152440,Khong,Co,Phap,Xem tren bao bi,khong co thong tin,133024,250,ml
191490393,"Sua Rua Mat Tao Bot Cap Am, Diu Nhe, Giam Kich Ung Make Prem Safe Me Relief Moisture Cleansing Foam pH5.5 20ml",50000,Trong 30 ngay,42,backorder,0 qua tang kem,17.0,227455,Khong,Co,Han Quoc,Xem tren bao bi,khong co thong tin,16350,20,ml
26350296,Sua rua mat tao bot than clarista 160g,142000,Trong 30 ngay,27,backorder,0 qua tang kem,10.0,507079,Co,Co,Nhat Ban,Xem tren bao bi,moi loai da,3132,160,g
263108772,Sua Rua Mat Tao Bot Senka Perfect Whip U 120g,109000,Trong 30 ngay,0,backorder,0 qua tang kem,9.0,86206,Khong,Co,Nhat Ban,Xem tren bao bi,khong co thong tin,337164,120,g
50416380,Sua Rua Mat Co Chung Nhan Huu Co Origani Erda (Phien Ban 2020) - Erda Daily Glow Toning Cleanser 150ml- Lam sach cung cap am cho da - Xuat xu tu Uc,2600000,Trong 30 ngay,30,backorder,0 qua tang kem,11.0,499169,Khong,Co,Australia,Xem tren bao bi,khong co thong tin,52441,150,ml
202783700,"Sua rua mat diu nhe Bao Xuan Skin, Lam sach da, mo tham, giup da trang sang, an toan (Tuyp 50g)",65000,Trong 30 ngay,15,backorder,0 qua tang kem,20.0,250407,Khong,Co,Viet Nam,Xem tren bao bi,moi loai da,1620,50,g
191089828,Sua Rua Mat Danh Cho Da Thuong Va Da Kho CeraVe Hydrating Cleanser 88ml,145000,Trong 30 ngay,7,instock,0 qua tang kem,6.0,332519,Khong,Co,My,Xem tren bao bi,"da mun, da dau",39998,88,ml
176672117,Gel rua mat ngan ngua mun Acnes Gentle Wash 100g,68000,Trong 30 ngay,16,instock,0 qua tang kem,921.0,112887,Khong,Co,Viet Nam,Xem tren bao bi,khong co thong tin,1,100,g
24349078,I01 Sua rua mat tao bot IASO Aroma Clear Cleansing Foam 150g,630000,Trong 30 ngay,0,backorder,0 qua tang kem,1.0,245121,Khong,Co,Han Quoc,Xem tren bao bi,khong co thong tin,230723,150,g
75827379,Sua Rua Mat Ngan Ngua Mun Danh Cho Nam Rosette Men's Acne Foam 120G,170000,Trong 30 ngay,19,backorder,0 qua tang kem,12.0,209879,Khong,Co,Nhat Ban,Xem tren bao bi,"da mun, da dau",7798,,
51300502,Sua rua mat danh cho da nhay cam Sakura Gentle Cleanser,600000,Trong 30 ngay,10,backorder,0 qua tang kem,12.0,114515,Khong,Co,Nhat Ban,Xem tren bao bi,khong co thong tin,103426,,
16806114,Sua rua mat nha dam Ekel Aloe Foam Cleanser 180ml,150000,Trong 30 ngay,0,backorder,0 qua tang kem,9.0,417707,Khong,Khong,Han Quoc,Xem tren bao bi,moi loai da,41211,180,ml
214505233,Bo 2 Sua Rua Mat NIVEA MEN Acne Oil Clear Bot Min Giup Giam Mun | Sach Nhon (100 g) - 82378,164000,Trong 30 ngay,18,backorder,0 qua tang kem,10.0,22653,Khong,Co,Thai Lan,Xem tren bao bi,khong co thong tin,120849,,
252170062,Sua Rua Mat Tao Bot Diu Lanh Cho Da Nhay Cam Cetaphil Hydrating Foaming Cream Cleanser 473ml,450000,Trong 30 ngay,0,backorder,0 qua tang kem,4.0,149699,Khong,Co,Canada,Xem tren bao bi,da nhay cam,215908,473,ml
129956242,Sua Rua Mat Rau Ma Gold Face Ngan Ngua Mun va Sang Da 100g,120000,Trong 30 ngay,26,backorder,0 qua tang kem,10.0,213387,Khong,Co,Viet Nam,Xem tren bao bi,moi loai da,136751,100,g
205046699,Kem Face Collagen X3 + Sua Rua Mat Colagen X3 ,319000,Trong 30 ngay,0,instock,0 qua tang kem,10.0,745257,Khong,Co,Viet Nam,Xem tren bao bi,khong co thong tin,76045,,
131194860,"Sua Rua Mat Tao Bot Moc An Chiet Xuat Nghe Trang Tao Bien, Giup Sang Da Giam Mun 150g",200000,Trong 30 ngay,0,backorder,0 qua tang kem,16.0,422141,Khong,Co,Viet Nam,Xem tren bao bi,moi loai da,48148,150,g
39335881,Sua Rua Mat E5 3 in1 trang da sach mun-100ml,55000,Trong 30 ngay,11,backorder,0 qua tang kem,19.0,206803,Khong,Co,Viet Nam,Xem tren bao bi,moi loai da,-1,100,ml
271332514,Sua Rua Mat Tao Bot D Program Essence In Cleansing Foam Duong Da 120g,390000,Trong 30 ngay,44,backorder,0 qua tang kem,5.0,4258531,Khong,Co,Nhat Ban,Xem tren bao bi,khong co thong tin,337164,120,g
129666591,Sua Rua Mat Easydew Ex Phuc Hoi Danh Cho Da Mun Clean Control Double Whip Foam 150ml,550000,Trong 30 ngay,15,backorder,0 qua tang kem,10.0,739013,Khong,Co,Han Quoc,Xem tren bao bi,"da mun, da dau",11978,150,ml
16075791,"Sua Rua Mat Danh Cho Da Dau, Hon Hop Dau Liquid Facial Soap Oily - Clinique - 6F39010000 (200ml)",690000,Trong 30 ngay,20,backorder,0 qua tang kem,18.0,298989,Khong,Co,My,Xem tren bao bi,khong co thong tin,16350,200,ml
35189808,Combo Sua rua mat chiet xuat tu than hoat tinh 3W CLINIC CHARCOAL CLEANSING FOAM va Bo 10 goi mat na duong da 3W Clinic Fresh Red Ginseng Mask Sheet,89000,Trong 30 ngay,0,backorder,0 qua tang kem,19.0,510259,Khong,Co,Khong xac dinh,Xem tren bao bi,khong co thong tin,26890,,
226772766,Sua rua mat nghe Hung Yen Cocoon 140ml sang min da thuan chay,195000,Trong 30 ngay,8,backorder,0 qua tang kem,2.0,726687,Khong,Co,China / Vietnam,Xem tren bao bi,moi loai da,325433,140,ml
195127471,"Sua Rua Mat Lam Sach Va Duong Am, Danh Cho Da Kho, Nhay Cam SVR Topialyse Gel Lavant 200ml",320000,Trong 30 ngay,20,backorder,0 qua tang kem,6.0,52207,Khong,Co,Phap,Xem tren bao bi,moi loai da,11978,200,ml
17324192,Sua rua mat trang da giam nep nhan brown rice Han Quoc 100ml ,69000,Trong 30 ngay,1,backorder,0 qua tang kem,14.0,142542,Khong,Co,Khong xac dinh,Xem tren bao bi,khong co thong tin,37079,100,ml
57869975,Sua rua mat dang gel SU:M37 Skin Saver Cleaning Foam 250ml,750000,Trong 30 ngay,25,backorder,0 qua tang kem,10.0,258977,Khong,Co,Han Quoc,Xem tren bao bi,khong co thong tin,108961,250,ml
225908955,Sua Rua Mat Diu Nhe Cho Da Nhay Cam Eucerin pH5 Sensitive Skin Facial Cleanser 100ml,109000,Trong 30 ngay,6,backorder,0 qua tang kem,2.0,114328,Khong,Co,Thai Lan,Xem tren bao bi,khong co thong tin,177228,100,ml
54457001,Sua rua mat tao bot danh cho da hon hop & da dau rat nhay cam La Roche-Posay Toleriane Foaming Cream 50ml,209000,Trong 30 ngay,0,instock,0 qua tang kem,13.0,47489,Khong,Co,Phap,Xem tren bao bi,khong co thong tin,4887,50,ml
263108669,Sua Rua Mat Senka Perfect Whip Berry Bright Duong Da Sang Hong 100g,115000,Trong 30 ngay,20,backorder,1 qua tang kem,13.0,86206,Khong,Co,Nhat Ban,Xem tren bao bi,khong co thong tin,337164,100,g
189686301,Sua rua mat duong am sang da Caryophy Glass Skin Cleasing Foam 120ml,500000,Trong 30 ngay,36,backorder,0 qua tang kem,14.0,201773,Khong,Co,Han Quoc,Xem tren bao bi,moi loai da,34248,120,ml
166764883,Sua rua mat diu nhe cho moi loai da Cetaphil Gentle Skin Cleanser (250ml),276000,Trong 30 ngay,0,backorder,0 qua tang kem,9.0,149699,Khong,Co,Canada,Xem tren bao bi,khong co thong tin,221608,250,ml
226923101,Bigsize - Sua rua mat nghe Hung Yen Cocoon 310ml giup da sach min va rang ro thuan chay,295000,Trong 30 ngay,8,backorder,0 qua tang kem,4.0,726687,Khong,Co,China / Vietnam,Xem tren bao bi,moi loai da,325433,310,ml
68607689,"Sua rua mat nam thai doc, khu nhon, duong am Dabo Black Fore Hydration Han Quoc 120ml tang moc khoa",135000,Trong 30 ngay,1,backorder,0 qua tang kem,14.0,21253,Khong,Co,Han Quoc,Xem tren bao bi,khong co thong tin,37079,120,ml
72941415,"Sua rua mat thai doc , ngan ngua mun , sach nhon Dabo Hydration danh cho nam ( 120ml )",105000,Trong 30 ngay,0,backorder,0 qua tang kem,14.0,21253,Khong,Co,Han Quoc,Xem tren bao bi,moi loai da,46296,120,ml
11302362,Sua Rua Mat Dang Bot Cap Am Chuyen Sau Curel Intensive Moisture Care Foaming Wash (150ml),407000,Trong 30 ngay,0,backorder,0 qua tang kem,9.0,295557,Khong,Co,Nhat Ban,Xem tren bao bi,khong co thong tin,176967,150,ml
84132618,Sua rua mat tinh chat sua dau nanh Shikioriori The Facial Foam (200g),139000,Trong 30 ngay,0,backorder,0 qua tang kem,7.0,596907,Khong,Co,Nhat Ban,Xem tren bao bi,moi loai da,55101,200,g
272245560,Sua rua mat trang da Truesky Glutathione Cleanser 50g chiet xuat sua de,117000,Trong 30 ngay,46,backorder,0 qua tang kem,1.0,562001,Co,Khong,Viet Nam,Xem tren bao bi,moi loai da,332804,50,g
8098636,Sua Rua Mat Ngua Mun Va Nam Cleanser White Doctors (120g),320000,Trong 30 ngay,0,backorder,0 qua tang kem,15.0,143183,Co,Co,Viet Nam,Xem tren bao bi,khong co thong tin,29103,120,g
2898603,Kem rua mat va Mat na ngan ngua mun dau den Acnes Anti-Blackhead Cleanser & Mask 100g ,77000,Trong 30 ngay,14,instock,0 qua tang kem,727.0,112887,Khong,Co,Viet Nam,Xem tren bao bi,khong co thong tin,1,100,g
17320378,Sua rua mat Benew Red Ginseng Foam Cleansing Han Quoc 100ml ,69000,Trong 30 ngay,1,backorder,0 qua tang kem,8.0,142542,Khong,Co,Khong xac dinh,Xem tren bao bi,khong co thong tin,37079,100,ml
202878047,"Sua Rua Mat Smooth E Babyface Foam 3 Trong 1 Lam Sach Sau, Duong Am, Sang Da",89000,Trong 30 ngay,0,backorder,0 qua tang kem,11.0,148907,Khong,Co,Thai Lan,Xem tren bao bi,moi loai da,712,,
154161605,Sua Rua Mat Thao Duoc Hoa Cuc 80g,45000,Trong 30 ngay,0,backorder,0 qua tang kem,8.0,367991,Co,Co,Viet Nam,Xem tren bao bi,moi loai da,17844,80,g
29496992,FLOSLEK PHARMA GEL RUA MAT DIET KHUAN NGUA MUN ANTIBACTERIAL FACE CLEANSING GEL 200ML,396000,Trong 30 ngay,30,instock,0 qua tang kem,352.0,113716,Khong,Co,Ba Lan,Xem tren bao bi,"da mun, da dau",11978,,
112083159,Sua rua mat tay trang CeraVe Hydrating Cream To Foam Cleanser ,418000,Trong 30 ngay,0,backorder,0 qua tang kem,7.0,111461,Khong,Co,usa,Xem tren bao bi,khong co thong tin,7731,,
1514815,Sua Rua Mat Tinh Te Lam Sach Va Trang Da Cai Tien Voi Nghe Tay Himalaya Herbals (100ml),121000,Trong 30 ngay,0,backorder,0 qua tang kem,14.0,159419,Khong,Co,An Do,Xem tren bao bi,khong co thong tin,1694,100,ml
252561139,"Gel Rua Mat Tao Bot Diu Nhe Cho Da Dau Mun Nhay Cam, khong chua xa phong, gup sang da, san pham chinh hang the Fleura",150000,Trong 30 ngay,47,backorder,0 qua tang kem,96.0,5010125,Khong,Co,Viet Nam,Xem tren bao bi,khong co thong tin,205619,,
136589088,Sua rua mat 727 Facial Clean Cream 40g duong am va lam sach da tu ben trong Nhat Ban,440000,Trong 30 ngay,45,backorder,0 qua tang kem,15.0,243953,Co,Co,Nhat Ban,Xem tren bao bi,moi loai da,10326,40,g
38549639,Bo Sua Rua Mat va Tay Te Bao Chet Danh Cho Da Mun Eucerin ProAcne Solution Cleansing Gel 200ml,530000,Trong 30 ngay,0,backorder,0 qua tang kem,1.0,114328,Co,Co,Khong xac dinh,Xem tren bao bi,khong co thong tin,120560,200,ml
59410721,Gel rua mat tao bot cho da nhay cam Bioderma Sensibio Gel Moussant - 200ml,445000,Trong 30 ngay,5,instock,0 qua tang kem,187.0,50662,Khong,Co,Phap,Xem tren bao bi,da nhay cam,110609,200,ml
56532083,Sua rua mat tao bot khang khuan giam mun Sebamed Cleansing Foam 150ml,320000,Trong 30 ngay,0,backorder,0 qua tang kem,7.0,50479,Khong,Co,Duc,Xem tren bao bi,da mun,17549,150,ml
28034710,Sua rua mat chiet xuat tu lua mach PURE MIND Han Quoc 100ml,39000,Trong 30 ngay,0,backorder,0 qua tang kem,10.0,254023,Khong,Co,Khong xac dinh,Xem tren bao bi,khong co thong tin,26890,100,ml
56027149,Sua Rua Mat Tay Trang 3 Tac Dung - Purete Thermale One Step Cleanser (3 In 1) Vichy 200ml Tang Duong Chat Khoang Co Dac M89 10ml,515000,Trong 30 ngay,0,backorder,0 qua tang kem,2.0,26689,Khong,Co,Phap,Xem tren bao bi,khong co thong tin,120432,200,ml
135029845,Gel Rua Mat Diu Nhe Lam Sach Sau Neutrogena Hydro Boost Cleanser Water Gel - Dung tich 145ml,350000,Trong 30 ngay,24,backorder,0 qua tang kem,216.0,307609,Khong,Co,Han Quoc,Xem tren bao bi,khong co thong tin,76260,145,ml
91449992,Gel rua mat giam mun Eucerin Pro Acne Cleansing Gel 400ml,360000,Trong 30 ngay,0,backorder,0 qua tang kem,10.0,114328,Khong,Co,Duc,Xem tren bao bi,"da mun, da dau",120560,400,ml
100930168,SUA RUA MAT MIRUM HAN QUOC GIUP TAO BOT LAM SACH VA GIU AM - TUYP 120ml,360000,Trong 30 ngay,0,backorder,0 qua tang kem,13.0,413441,Khong,Co,Han Quoc,Xem tren bao bi,moi loai da,188468,120,ml
174071718,"Kem rua mat cho da mun, nhay cam Hada Labo Acne Care Calming Cleanser 80g",95000,Trong 30 ngay,14,instock,0 qua tang kem,216.0,22013,Khong,Co,Viet Nam,Xem tren bao bi,khong co thong tin,1,80,g
77655802,"Sua rua mat danh cho nam cong dung thai doc , ngan ngua mun , sach nhon Dabo Hydration  ( 120ml ) [ tang kem but bi muc nuoc ]",105000,Trong 30 ngay,0,backorder,0 qua tang kem,9.0,21253,Khong,Co,Han Quoc,Xem tren bao bi,da dau,46296,120,ml
17890881,Sua rua mat duong am trang da Carrot Facial Wash 100ml,65000,Trong 30 ngay,0,backorder,0 qua tang kem,7.0,190337,Khong,Co,Sri LanKa,Xem tren bao bi,"da kho, da thuong",19333,100,ml
252159628,Sua rua mat danh cho da dau mun nhay cam chiet xuat rau ma Truesky Centella Cleanser 50g,106200,Trong 30 ngay,46,backorder,0 qua tang kem,16.0,562001,Co,Co,Viet Nam,Xem tren bao bi,moi loai da,332804,50,g
87483685,"Combo 2 tuyp Sua rua mat Sac Ngoc Khang 100g giup lam sach ba nhon, bui ban cho da",178000,Trong 30 ngay,22,backorder,0 qua tang kem,21.0,150215,Khong,Co,Viet Nam,Xem tren bao bi,moi loai da,36414,100,g
176442522,Sua Rua Mat Vitamin DR-V8 Farmstay - Farrmstay DR V8 Vitamin Foam Cleasing - 100ml,129000,Trong 30 ngay,0,backorder,0 qua tang kem,2.0,489175,Co,Co,Han Quoc,Xem tren bao bi,moi loai da,2694,100,ml
252161927,Sua rua mat trang da chiet xuat sua de Truesky Glutathione Cleanser 50g,117000,Trong 30 ngay,50,backorder,0 qua tang kem,12.0,562001,Co,Co,Viet Nam,Xem tren bao bi,moi loai da,332804,50,g
186072348,[CHINH HANG] Sua Rua Mat Tao Bot Refreshing Cleansing Foam Magic Skin - Lam Sach Sau Gap 2 Lan 150ml,290000,Trong 30 ngay,50,backorder,0 qua tang kem,10.0,522721,Co,Co,Viet Nam,Xem tren bao bi,moi loai da,19971,150,ml
191314018,"Sua Rua Mat Trang Da Oriskin Cleanser Moisturizing, It Bot Danh Cho Da Nhay Cam, Tang Bang Do Thoi Trang Mau Ngau Nhien",88000,Trong 30 ngay,0,backorder,0 qua tang kem,8.0,235131,Khong,Co,Viet Nam,Xem tren bao bi,khong co thong tin,18849,,
14328002,Sua Rua Mat Thanh Loc Living Nature Purifying Cleanser 100ml,885000,Trong 30 ngay,0,backorder,0 qua tang kem,6.0,212903,Khong,Co,New Zealand,Xem tren bao bi,khong co thong tin,15125,100,ml
87455166,SUA RUA MAT PHUC HOI DA CHYAKI NHAT BAN,450000,Trong 30 ngay,0,backorder,0 qua tang kem,5.0,199719,Khong,Co,Nhat Ban,Xem tren bao bi,moi loai da,111539,,
211215638,Sua Rua Mat Tao Bot Tram Tra Cho Nam Sach Sau Chuan Men Kiem Dau Giam Mun Co Mem 150ml,180000,Trong 30 ngay,0,backorder,0 qua tang kem,10.0,372895,Khong,Co,Viet Nam,Xem tren bao bi,moi loai da,39419,150,ml
20074328,"Sua Rua Mat Khong Bot, Ngan Ngua Mun, Lam Sach Sau BIYOKEA 500ml",593000,Trong 30 ngay,0,backorder,0 qua tang kem,7.0,153516,Khong,Co,Viet Nam,Xem tren bao bi,da thuong,943,500,ml
184828125,Sua rua mat ngua mun giam mun S.O.B Tea Tree Cleansing Foam,398000,Trong 30 ngay,50,backorder,0 qua tang kem,2.0,7314755,Khong,Co,Han Quoc,Xem tren bao bi,moi loai da,279312,,
198341164,Kem Rua Mat Oxy Anti-Blackhead Wash 100g,81000,Trong 30 ngay,20,instock,0 qua tang kem,941.0,112886,Khong,Co,Viet Nam,Xem tren bao bi,khong co thong tin,1,100,g
19400984,Sua rua mat ho tro tri mun danh cho da dau ANTI-BLEMISH SOLUTIONS Clinique 125ml -Z6G8016000,850000,Trong 30 ngay,18,backorder,0 qua tang kem,12.0,298989,Khong,Co,My,Xem tren bao bi,khong co thong tin,-1,125,ml
